,recipe_id,recipe_name,image_url,ingredients,cooking_directions,nutritions
446,7144,Bread Machine Spelt Bread,https://images.media-allrecipes.com/userphotos/250x250/333484.jpg,"['water', 'vegetable oil', 'honey', 'lecithin', 'white spelt flour', 'dry milk powder', 'salt', 'active dry yeast']","[""'Place ingredients in order suggested by manufacturer. Bake on normal or basic cycle.'""]","{'sugars': {'hasCompleteData': False, 'name': 'Sugars', 'amount': 2.622465, 'percentDailyValue': '0', 'displayValue': '2.6', 'unit': 'g'}, 'sodium': {'hasCompleteData': False, 'name': 'Sodium', 'amount': 117.6595, 'percentDailyValue': '5', 'displayValue': '118', 'unit': 'mg'}, 'carbohydrates': {'hasCompleteData': False, 'name': 'Carbohydrates', 'amount': 23.2037, 'percentDailyValue': '7', 'displayValue': '23.2', 'unit': 'g'}, 'calories': {'hasCompleteData': False, 'name': 'Calories', 'amount': 139.6411, 'percentDailyValue': '7', 'displayValue': '140', 'unit': 'kcal'}, 'fat': {'hasCompleteData': False, 'name': 'Fat', 'amount': 4.059061, 'percentDailyValue': '6', 'displayValue': '4.1', 'unit': 'g'}, 'fiber': {'hasCompleteData': False, 'name': 'Dietary Fiber', 'amount': 2.805001, 'percentDailyValue': '11', 'displayValue': '2.8', 'unit': 'g'}, 'protein': {'hasCompleteData': False, 'name': 'Protein', 'amount': 4.483577, 'percentDailyValue': '9', 'displayValue': '4.5', 'unit': 'g'}}"
447,7146,Cheddar Bay Biscuits,https://images.media-allrecipes.com/userphotos/250x250/459710.jpg,"['baking mix', 'Cheddar cheese', 'water', 'melted butter', 'garlic powder', 'salt', 'onion powder', 'dried parsley']","[""'Preheat oven to 375 degrees F (190 degrees C). Line a baking sheet with parchment paper."", 'In a mixing bowl, combine the baking mix, cheese, and water. Mix until dough is firm. Using a small scoop, place dough on the prepared pan.', 'Bake at 375 degrees F (190 degrees C) for 10 to 12 minutes, or until golden brown.', ""Combine the melted butter, garlic powder, salt, onion powder and parsley. Brush over baked biscuits immediately upon removing from oven.'""]","{'sugars': {'hasCompleteData': True, 'name': 'Sugars', 'amount': 22.94872, 'percentDailyValue': '0', 'displayValue': '22.9', 'unit': 'g'}, 'sodium': {'hasCompleteData': True, 'name': 'Sodium', 'amount': 561.4042, 'percentDailyValue': '22', 'displayValue': '561', 'unit': 'mg'}, 'carbohydrates': {'hasCompleteData': True, 'name': 'Carbohydrates', 'amount': 49.2847, 'percentDailyValue': '16', 'displayValue': '49.3', 'unit': 'g'}, 'calories': {'hasCompleteData': True, 'name': 'Calories', 'amount': 347.0689, 'percentDailyValue': '17', 'displayValue': '347', 'unit': 'kcal'}, 'fat': {'hasCompleteData': True, 'name': 'Fat', 'amount': 14.61041, 'percentDailyValue': '22', 'displayValue': '14.6', 'unit': 'g'}, 'fiber': {'hasCompleteData': True, 'name': 'Dietary Fiber', 'amount': 1.62802, 'percentDailyValue': '7', 'displayValue': '1.6', 'unit': 'g'}, 'protein': {'hasCompleteData': True, 'name': 'Protein', 'amount': 6.168215, 'percentDailyValue': '12', 'displayValue': '6.2', 'unit': 'g'}}"
448,7148,Sticky Buns II,https://images.media-allrecipes.com/userphotos/720x405/3998428.jpg,"['all-purpose flour', 'white sugar', 'baking powder', 'salt', 'margarine', 'milk', 'margarine', 'packed brown sugar', 'ground cinnamon', 'raisins']","['\'directions\': u""Preheat oven to 350 degrees F (175 degrees C). Grease one 12-cup muffin pan.', 'In a large bowl combine the flour, sugar, baking powder and salt. Cut in the 1/4 cup of the butter until the mixture resembles coarse crumbs. Make a well in the middle and pour in the milk. Mix until blended.', 'Turn dough out onto a floured surface and knead 8 to 10 times. Roll dough out into a rectangle 12 inches long and 1 inch thick, trim off any uneven edges.', 'Cream the 1/3 cup butter and the brown sugar, stir in the raisins and ground cinnamon. Drop small amounts into the greased muffin pan. Spread the remainder over evenly over the dough.', 'Starting at the short end roll the dough up (jelly roll style) and cut into 12 pieces. Place 1 each in the muffin pans.', 'Bake at 350 degrees F (175 degrees C) for 20 to 25 minutes. Let sit in pans for 10 minutes then invert to remove. Glaze with a milk a confectioners\' sugar mixture, if desired.""']","{'sugars': {'hasCompleteData': False, 'name': 'Sugars', 'amount': 2.319014, 'percentDailyValue': '0', 'displayValue': '2.3', 'unit': 'g'}, 'sodium': {'hasCompleteData': False, 'name': 'Sodium', 'amount': 338.5855, 'percentDailyValue': '14', 'displayValue': '339', 'unit': 'mg'}, 'carbohydrates': {'hasCompleteData': False, 'name': 'Carbohydrates', 'amount': 27.81914, 'percentDailyValue': '9', 'displayValue': '27.8', 'unit': 'g'}, 'calories': {'hasCompleteData': False, 'name': 'Calories', 'amount': 160.6125, 'percentDailyValue': '8', 'displayValue': '161', 'unit': 'kcal'}, 'fat': {'hasCompleteData': False, 'name': 'Fat', 'amount': 2.636821, 'percentDailyValue': '4', 'displayValue': '2.6', 'unit': 'g'}, 'fiber': {'hasCompleteData': False, 'name': 'Dietary Fiber', 'amount': 1.115375, 'percentDailyValue': '4', 'displayValue': '1.1', 'unit': 'g'}, 'protein': {'hasCompleteData': False, 'name': 'Protein', 'amount': 5.906931, 'percentDailyValue': '12', 'displayValue': '5.9', 'unit': 'g'}}"
449,7149,French Brioche,https://images.media-allrecipes.com/userphotos/720x405/2124717.jpg,"['warm water (110 degrees F/45 degrees C)', 'eggs', 'egg yolks', 'butter', 'all-purpose flour', 'white sugar', 'active dry yeast', 'egg white', 'water']","[""'Prep"", '15 m', 'Cook', '20 m', 'Ready In', '2 h 35 m', 'Place the first seven ingredients in bread machine in order suggested by your manufacturer. Select dough cycle.', 'Turn finished dough out onto a lightly floured board and knead 5 to 10 times. Separate into 2 or 3 pieces. Roll with hands into strips. Braid or twist strips together. Place onto a parchment lined baking sheet. Set aside to rise in a warm place until doubled in size.', 'Preheat the oven to 350 degrees F (175 degrees C). Whisk together 1 egg white and the water. Brush onto the top of the loaf.', ""Bake in the preheated oven until deep golden brown, about 20 minutes.'""]","{'sugars': {'hasCompleteData': False, 'name': 'Sugars', 'amount': 2.728228, 'percentDailyValue': '0', 'displayValue': '2.7', 'unit': 'g'}, 'sodium': {'hasCompleteData': False, 'name': 'Sodium', 'amount': 301.9543, 'percentDailyValue': '12', 'displayValue': '302', 'unit': 'mg'}, 'carbohydrates': {'hasCompleteData': False, 'name': 'Carbohydrates', 'amount': 22.98551, 'percentDailyValue': '7', 'displayValue': '23', 'unit': 'g'}, 'calories': {'hasCompleteData': False, 'name': 'Calories', 'amount': 118.0225, 'percentDailyValue': '6', 'displayValue': '118', 'unit': 'kcal'}, 'fat': {'hasCompleteData': False, 'name': 'Fat', 'amount': 1.308656, 'percentDailyValue': '2', 'displayValue': '1.3', 'unit': 'g'}, 'fiber': {'hasCompleteData': False, 'name': 'Dietary Fiber', 'amount': 1.141867, 'percentDailyValue': '5', 'displayValue': '1.1', 'unit': 'g'}, 'protein': {'hasCompleteData': False, 'name': 'Protein', 'amount': 4.927173, 'percentDailyValue': '10', 'displayValue': '4.9', 'unit': 'g'}}"
450,7150,Golden Cake Batter Bread,http://images.media-allrecipes.com/userphotos/250x250/393160.jpg,"['all-purpose flour', 'white sugar', 'salt', 'active dry yeast', 'milk', 'margarine', 'eggs', 'vanilla extract']","[""'In a large bowl combine 2 cups flour, sugar, salt, and yeast."", 'Heat the milk with the butter or margarine until it reaches 115 degrees F (43 degrees C). Beat together with the eggs and vanilla. Then add the liquid mixture to the flour mixture. Beat at low speed with an electric mixer until flour is moistened. Increase speed to medium, and beat for 2 minutes. By hand stir in the remaining flour to make a medium stiff batter. Cover, and let rise for 1 hour.', 'Punch dough down, and place it in a greased 10 inch tube pan, cover and let rise for 45 minutes.', ""Bake in a preheated 350 degrees F (175 degrees C) for 40 to 45 minutes. Let cool in pan for 5 minutes, then remove.'""]","{'sugars': {'hasCompleteData': True, 'name': 'Sugars', 'amount': 1.00012, 'percentDailyValue': '0', 'displayValue': '1', 'unit': 'g'}, 'sodium': {'hasCompleteData': True, 'name': 'Sodium', 'amount': 550.4547, 'percentDailyValue': '22', 'displayValue': '550', 'unit': 'mg'}, 'carbohydrates': {'hasCompleteData': True, 'name': 'Carbohydrates', 'amount': 17.52285, 'percentDailyValue': '6', 'displayValue': '17.5', 'unit': 'g'}, 'calories': {'hasCompleteData': True, 'name': 'Calories', 'amount': 138.7417, 'percentDailyValue': '7', 'displayValue': '139', 'unit': 'kcal'}, 'fat': {'hasCompleteData': True, 'name': 'Fat', 'amount': 6.327991, 'percentDailyValue': '10', 'displayValue': '6.3', 'unit': 'g'}, 'fiber': {'hasCompleteData': True, 'name': 'Dietary Fiber', 'amount': 0.01536453, 'percentDailyValue': '< 1', 'displayValue': '0', 'unit': 'g'}, 'protein': {'hasCompleteData': True, 'name': 'Protein', 'amount': 3.172405, 'percentDailyValue': '6', 'displayValue': '3.2', 'unit': 'g'}}"
451,7151,Blueberry Orange Bread,http://images.media-allrecipes.com/userphotos/720x405/1228850.jpg,"['all-purpose flour', 'packed brown sugar', 'baking powder', 'salt', 'margarine softened', 'eggs', 'orange zest', 'milk', 'orange juice', 'fresh blueberries']","[""'Preheat oven to 350 degrees F (175 degrees C). Lightly grease the bottom of one 5x9 inch loaf pan."", 'In a large bowl combine the flour, brown sugar, baking powder, salt, butter, egg, orange zest, milk and orange juice. Beat at low speed just until moistened. Then beat at medium speed for 2 minutes. Fold in the blueberries and spread into the prepared pan.', ""Bake at 350 degrees F (175 degrees C) for 60 to 70 minutes or until a toothpick poked into the center of the loaf comes out clean. Cool in pan for 10 minutes then invert onto a wire rack to cool completely before serving.'""]","{'sugars': {'hasCompleteData': True, 'name': 'Sugars', 'amount': 23.37038, 'percentDailyValue': '0', 'displayValue': '23.4', 'unit': 'g'}, 'sodium': {'hasCompleteData': True, 'name': 'Sodium', 'amount': 472.9261, 'percentDailyValue': '19', 'displayValue': '473', 'unit': 'mg'}, 'carbohydrates': {'hasCompleteData': True, 'name': 'Carbohydrates', 'amount': 41.09047, 'percentDailyValue': '13', 'displayValue': '41.1', 'unit': 'g'}, 'calories': {'hasCompleteData': True, 'name': 'Calories', 'amount': 255.9404, 'percentDailyValue': '13', 'displayValue': '256', 'unit': 'kcal'}, 'fat': {'hasCompleteData': True, 'name': 'Fat', 'amount': 9.35611, 'percentDailyValue': '14', 'displayValue': '9.4', 'unit': 'g'}, 'fiber': {'hasCompleteData': True, 'name': 'Dietary Fiber', 'amount': 1.019919, 'percentDailyValue': '4', 'displayValue': '1', 'unit': 'g'}, 'protein': {'hasCompleteData': True, 'name': 'Protein', 'amount': 3.089233, 'percentDailyValue': '6', 'displayValue': '3.1', 'unit': 'g'}}"
452,7152,Pan Dulce,https://images.media-allrecipes.com/userphotos/720x405/2425251.jpg,"['margarine', 'milk', 'active dry yeast', 'salt', 'white sugar', 'all-purpose flour', 'eggs', 'white sugar', 'all-purpose flour', 'margarine', 'egg yolks', 'cocoa powder (optional)', 'egg', 'milk']","[""'In a small pan, combine 6 tablespoons butter or margarine and 1 cup milk; heat to 110 degrees."", 'In a large mixing bowl, combine yeast, salt, 1/3 cup sugar, and 2 cups of the flour. Pour in warmed milk mix. Beat, scraping often, with an electric mixer on medium speed for 2 minutes. Blend in 2 whole eggs and 1 cup flour; beat on high for 2 minutes. With a spoon , beat in enough of the remaining flour to form a stiff dough.', 'Knead on a floured board till smooth, about 5 minutes. Place in a greased bowl, turn to grease top, cover, and let rise until doubled.', 'While dough is rising make streusel. Stir together 1/2 cup sugar and 2/3 cup flour. Mix in 3 1/2 tablespoons cold butter or margarine. Mix to get fine crumbs. Blend in 2 egg yolks with a fork. For chocolate streusel, mix 2 tablespoons cocoa powder with flour.', 'Punch dough down, turn onto floured board. Divide into 14 pieces. Shape each into a ball. Shape 7 into seashells. Squeeze 1/4 cup of streusel into a firm ball; and press over the top of each round. Score with slightly curved parallel lines to resemble a scallop shell. Roll remaining dough into 4 by 8 inch ovals. Top each with 3 tablespoons streusel. To make horns, roll oval from short end; stop half way, fold in sides, and finish rolling. Curl ends in to form a crescent. Place buns about 2 inches apart on a greased baking sheet. Cover lightly, and allow to rise until doubled, about 45 minutes. In a small bowl, beat together 1 egg and 2 tablespoons milk.', ""Brush buns with egg mixture. Bake at 375 degrees F (190 degrees C) until lightly browned, about 15 to 17 minutes.'""]","{'sugars': {'hasCompleteData': False, 'name': 'Sugars', 'amount': 3.517348, 'percentDailyValue': '0', 'displayValue': '3.5', 'unit': 'g'}, 'sodium': {'hasCompleteData': False, 'name': 'Sodium', 'amount': 84.81602, 'percentDailyValue': '3', 'displayValue': '85', 'unit': 'mg'}, 'carbohydrates': {'hasCompleteData': False, 'name': 'Carbohydrates', 'amount': 24.76034, 'percentDailyValue': '8', 'displayValue': '24.8', 'unit': 'g'}, 'calories': {'hasCompleteData': False, 'name': 'Calories', 'amount': 218.169, 'percentDailyValue': '11', 'displayValue': '218', 'unit': 'kcal'}, 'fat': {'hasCompleteData': False, 'name': 'Fat', 'amount': 11.06576, 'percentDailyValue': '17', 'displayValue': '11.1', 'unit': 'g'}, 'fiber': {'hasCompleteData': False, 'name': 'Dietary Fiber', 'amount': 0.7779999, 'percentDailyValue': '3', 'displayValue': '0.8', 'unit': 'g'}, 'protein': {'hasCompleteData': False, 'name': 'Protein', 'amount': 4.868727, 'percentDailyValue': '10', 'displayValue': '4.9', 'unit': 'g'}}"
453,7153,Honey and Flaxseed Bread,https://images.media-allrecipes.com/userphotos/250x250/949988.jpg,"['water', 'flaxseed oil', 'honey', 'liquid lecithin', 'wheat flour', 'flax seed', 'bread flour', 'whey powder', 'sea salt', 'active dry yeast']","[""'Put all the ingredients in the pan of the bread machine in the order suggested by the manufacturer."", ""Select Wheat Cycle, and Start.'""]","{'sugars': {'hasCompleteData': True, 'name': 'Sugars', 'amount': 8.259524, 'percentDailyValue': '0', 'displayValue': '8.3', 'unit': 'g'}, 'sodium': {'hasCompleteData': True, 'name': 'Sodium', 'amount': 259.4847, 'percentDailyValue': '10', 'displayValue': '259', 'unit': 'mg'}, 'carbohydrates': {'hasCompleteData': True, 'name': 'Carbohydrates', 'amount': 37.36456, 'percentDailyValue': '12', 'displayValue': '37.4', 'unit': 'g'}, 'calories': {'hasCompleteData': True, 'name': 'Calories', 'amount': 245.6343, 'percentDailyValue': '12', 'displayValue': '246', 'unit': 'kcal'}, 'fat': {'hasCompleteData': True, 'name': 'Fat', 'amount': 7.865896, 'percentDailyValue': '12', 'displayValue': '7.9', 'unit': 'g'}, 'fiber': {'hasCompleteData': True, 'name': 'Dietary Fiber', 'amount': 1.159554, 'percentDailyValue': '5', 'displayValue': '1.2', 'unit': 'g'}, 'protein': {'hasCompleteData': True, 'name': 'Protein', 'amount': 5.711839, 'percentDailyValue': '11', 'displayValue': '5.7', 'unit': 'g'}}"
454,7154,Creamy Banana Bread,http://images.media-allrecipes.com/userphotos/720x405/593564.jpg,"['margarine softened', 'cream cheese', 'white sugar', 'eggs', 'mashed bananas', 'vanilla extract', 'all-purpose flour', 'baking powder', 'baking soda', 'chopped pecans', 'brown sugar', 'ground cinnamon']","[""'Prep"", '30 m', 'Cook', '45 m', 'Ready In', '1 h 15 m', 'Preheat oven to 350 degrees F (175 degrees C). Grease and flour two 8x4-inch loaf pans.', 'Cream the margarine and cream cheese together. Gradually add the white sugar, and continue beating until light and fluffy. Add eggs one at a time, beating well after each addition. Stir in the mashed bananas and vanilla. Add flour, baking powder, and baking soda; mix until batter is just moist.', 'In a small bowl, mix together chopped pecans, 2 tablespoons brown sugar, and cinnamon.', 'Divide half the batter between the two prepared loaf pans. Sprinkle pecan mixture over the batter in the pans, and top with remaining batter.', ""Bake in the preheated oven until a toothpick inserted in the center of each loaf comes out clean, about 45 minutes.'""]","{'sugars': {'hasCompleteData': False, 'name': 'Sugars', 'amount': 16.03864, 'percentDailyValue': '0', 'displayValue': '16', 'unit': 'g'}, 'sodium': {'hasCompleteData': True, 'name': 'Sodium', 'amount': 387.1256, 'percentDailyValue': '15', 'displayValue': '387', 'unit': 'mg'}, 'carbohydrates': {'hasCompleteData': True, 'name': 'Carbohydrates', 'amount': 35.33023, 'percentDailyValue': '11', 'displayValue': '35.3', 'unit': 'g'}, 'calories': {'hasCompleteData': True, 'name': 'Calories', 'amount': 201.5403, 'percentDailyValue': '10', 'displayValue': '202', 'unit': 'kcal'}, 'fat': {'hasCompleteData': True, 'name': 'Fat', 'amount': 5.123096, 'percentDailyValue': '8', 'displayValue': '5.1', 'unit': 'g'}, 'fiber': {'hasCompleteData': True, 'name': 'Dietary Fiber', 'amount': 1.051779, 'percentDailyValue': '4', 'displayValue': '1.1', 'unit': 'g'}, 'protein': {'hasCompleteData': True, 'name': 'Protein', 'amount': 4.03601, 'percentDailyValue': '8', 'displayValue': '4', 'unit': 'g'}}"
455,7155,Whole Wheat Banana Nut Bread,https://images.media-allrecipes.com/userphotos/720x405/4524144.jpg,"['vegetable oil', 'honey', 'vanilla extract', 'eggs', 'mashed bananas', 'wheat flour', 'salt', 'baking soda', 'hot water', 'chopped walnuts']","[""'Prep"", '15 m', 'Cook', '55 m', 'Ready In', '1 h 10 m', 'Preheat oven to 325 degrees F (165 degrees C). Grease a 9x5-inch loaf pan.', 'In a large bowl, beat oil and honey together. Add eggs, and mix well. Stir in bananas and vanilla. Stir in flour and salt. Add baking soda to hot water, stir to mix, and then add to batter. Blend in chopped nuts. Spread batter into prepared pan.', ""Bake until a toothpick inserted in the center of the loaf comes out clean, 55 to 60 minutes. Cool on wire rack for 1/2 hour before slicing.'""]","{'sugars': {'hasCompleteData': True, 'name': 'Sugars', 'amount': 13.15002, 'percentDailyValue': '0', 'displayValue': '13.2', 'unit': 'g'}, 'sodium': {'hasCompleteData': True, 'name': 'Sodium', 'amount': 275.3299, 'percentDailyValue': '11', 'displayValue': '275', 'unit': 'mg'}, 'carbohydrates': {'hasCompleteData': True, 'name': 'Carbohydrates', 'amount': 52.30322, 'percentDailyValue': '17', 'displayValue': '52.3', 'unit': 'g'}, 'calories': {'hasCompleteData': True, 'name': 'Calories', 'amount': 330.7026, 'percentDailyValue': '17', 'displayValue': '331', 'unit': 'kcal'}, 'fat': {'hasCompleteData': True, 'name': 'Fat', 'amount': 9.913111, 'percentDailyValue': '15', 'displayValue': '9.9', 'unit': 'g'}, 'fiber': {'hasCompleteData': True, 'name': 'Dietary Fiber', 'amount': 1.700965, 'percentDailyValue': '7', 'displayValue': '1.7', 'unit': 'g'}, 'protein': {'hasCompleteData': True, 'name': 'Protein', 'amount': 8.009019, 'percentDailyValue': '16', 'displayValue': '8', 'unit': 'g'}}"
456,7156,San Francisco Sourdough Bread,https://images.media-allrecipes.com/userphotos/720x405/4567922.jpg,"['bread flour', 'white sugar', 'salt', 'active dry yeast', 'warm milk', 'margarine softened', 'sourdough starter', 'extra large egg', 'water', 'chopped onion']","[""'In a large bowl, combine 1 cup flour, sugar, salt, and dry yeast. Add milk and softened butter or margarine. Stir in starter. Mix in up to 3 3/4 cups flour gradually, you may need more depending on your climate."", 'Turn dough out onto a floured surface, and knead for 8 to 10 minutes. Place in a greased bowl, turn once to oil surface, and cover. Allow to rise for 1 hour, or until doubled in volume.', 'Punch down, and let rest 15 minutes. Shape into loaves. Place on a greased baking pan. Allow to rise for 1 hour, or until doubled.', 'Brush egg wash over tops of loaves, and sprinkle with chopped onion.', ""Bake at 375 degrees F (190 degrees C) for 30 minutes, or till done.'""]","{'sugars': {'hasCompleteData': False, 'name': 'Sugars', 'amount': 5.830425, 'percentDailyValue': '0', 'displayValue': '5.8', 'unit': 'g'}, 'sodium': {'hasCompleteData': False, 'name': 'Sodium', 'amount': 242.2746, 'percentDailyValue': '10', 'displayValue': '242', 'unit': 'mg'}, 'carbohydrates': {'hasCompleteData': False, 'name': 'Carbohydrates', 'amount': 30.78988, 'percentDailyValue': '10', 'displayValue': '30.8', 'unit': 'g'}, 'calories': {'hasCompleteData': False, 'name': 'Calories', 'amount': 173.9072, 'percentDailyValue': '9', 'displayValue': '174', 'unit': 'kcal'}, 'fat': {'hasCompleteData': False, 'name': 'Fat', 'amount': 4.912729, 'percentDailyValue': '8', 'displayValue': '4.9', 'unit': 'g'}, 'fiber': {'hasCompleteData': False, 'name': 'Dietary Fiber', 'amount': 6.362388, 'percentDailyValue': '25', 'displayValue': '6.4', 'unit': 'g'}, 'protein': {'hasCompleteData': False, 'name': 'Protein', 'amount': 7.053625, 'percentDailyValue': '14', 'displayValue': '7.1', 'unit': 'g'}}"
457,7157,Fougasse,https://images.media-allrecipes.com/userphotos/250x250/5383.jpg,"['warm water (110 degrees F/45 degrees C)', 'active dry yeast', 'all-purpose flour', 'dried basil', 'ground savory', 'dried thyme', 'dried rosemary', 'sea salt', 'olive oil', 'cornmeal']","[""'Pour water into a large bowl. Sprinkle yeast into water, and let it stand undisturbed until dissolved. Stir in 1 cup flour, 1 tablespoon herbs, sea salt, and 2 tablespoons oil until well blended. Mix in the flour, 1 cup at a time until a thick and somewhat sticky dough forms."", 'Turn the dough out onto a lightly floured surface, and knead until smooth and elastic. Form into a ball, and place into an oiled bowl. Flip the dough to coat the surface. Cover the bowl with a clean dishtowel, and let it rise until doubled, about 1 hour.', 'Punch dough down, and divide in half. Shape into an irregular ovals, about 1 1/2 inch thick. Sprinkle cornmeal over 2 baking sheets; transfer dough to pans. Brush each loaf with olive oil, and sprinkle the remaining herbs on top. Make several slashes in the bread, cutting through the dough with a knife. Cover the loaves with clean dishtowels. Let rise again until the dough begins to rise again, about 20 minutes.', ""Place baking sheets into a preheated 450 degree F (220 degree C) oven. Quickly splash a small amount of water onto the floor of your oven to create steam, and close the oven door. Bake until golden, about 20 minutes.'""]","{'sugars': {'hasCompleteData': True, 'name': 'Sugars', 'amount': 19.37867, 'percentDailyValue': '0', 'displayValue': '19.4', 'unit': 'g'}, 'sodium': {'hasCompleteData': True, 'name': 'Sodium', 'amount': 212.7943, 'percentDailyValue': '9', 'displayValue': '213', 'unit': 'mg'}, 'carbohydrates': {'hasCompleteData': True, 'name': 'Carbohydrates', 'amount': 35.46082, 'percentDailyValue': '11', 'displayValue': '35.5', 'unit': 'g'}, 'calories': {'hasCompleteData': True, 'name': 'Calories', 'amount': 289.0269, 'percentDailyValue': '14', 'displayValue': '289', 'unit': 'kcal'}, 'fat': {'hasCompleteData': True, 'name': 'Fat', 'amount': 15.10604, 'percentDailyValue': '23', 'displayValue': '15.1', 'unit': 'g'}, 'fiber': {'hasCompleteData': True, 'name': 'Dietary Fiber', 'amount': 1.484259, 'percentDailyValue': '6', 'displayValue': '1.5', 'unit': 'g'}, 'protein': {'hasCompleteData': True, 'name': 'Protein', 'amount': 4.3513, 'percentDailyValue': '9', 'displayValue': '4.4', 'unit': 'g'}}"
458,7158,Strawnana Bread,http://images.media-allrecipes.com/userphotos/250x250/67315.jpg,"['eggs lightly beaten', 'white sugar', 'strawberries mashed', 'mashed bananas', 'orange zest', 'vegetable oil', 'all-purpose flour', 'baking soda', 'ground cinnamon', 'salt', 'ground nutmeg', 'chopped walnuts']","[""'Preheat oven to 350 degrees F (175 degrees C). Grease two 9x5 inch pans."", 'In a medium bowl, mix together flour, baking soda, cinnamon, salt, and nutmeg.', 'In a large bowl, combine eggs, sugar, strawberries, bananas, orange peel, and oil. Beat with an electric mixer at medium speed for 2 minutes. Add flour mixture, and stir just until moistened. Stir in walnuts.', ""Bake for 1 hour, or until loaves test done. Remove to wire rack to cool.'""]","{'sugars': {'hasCompleteData': True, 'name': 'Sugars', 'amount': 14.20141, 'percentDailyValue': '0', 'displayValue': '14.2', 'unit': 'g'}, 'sodium': {'hasCompleteData': True, 'name': 'Sodium', 'amount': 215.3473, 'percentDailyValue': '9', 'displayValue': '215', 'unit': 'mg'}, 'carbohydrates': {'hasCompleteData': True, 'name': 'Carbohydrates', 'amount': 29.39946, 'percentDailyValue': '9', 'displayValue': '29.4', 'unit': 'g'}, 'calories': {'hasCompleteData': True, 'name': 'Calories', 'amount': 217.8139, 'percentDailyValue': '11', 'displayValue': '218', 'unit': 'kcal'}, 'fat': {'hasCompleteData': True, 'name': 'Fat', 'amount': 10.50777, 'percentDailyValue': '16', 'displayValue': '10.5', 'unit': 'g'}, 'fiber': {'hasCompleteData': True, 'name': 'Dietary Fiber', 'amount': 2.977375, 'percentDailyValue': '12', 'displayValue': '3', 'unit': 'g'}, 'protein': {'hasCompleteData': True, 'name': 'Protein', 'amount': 4.435263, 'percentDailyValue': '9', 'displayValue': '4.4', 'unit': 'g'}}"
459,7159,Morning Glory Muffins I,https://images.media-allrecipes.com/userphotos/720x405/1114689.jpg,"['all-purpose flour', 'wheat flour', 'white sugar', 'ground cinnamon', 'baking powder', 'baking soda', 'salt', 'grated carrots', 'apple', 'raisins', 'egg', 'egg whites', 'apple butter', 'vegetable oil', 'vanilla extract', 'chopped walnuts', 'toasted wheat germ']","[""'Prep"", '15 m', 'Cook', '20 m', 'Ready In', '35 m', 'Preheat oven to 375 degrees F (190 degrees C). Lightly oil 18 muffin cups, or coat with nonstick cooking spray.', 'In a medium bowl, whisk together eggs, egg whites, apple butter, oil and vanilla.', 'In a large bowl, stir together flours, sugar, cinnamon, baking powder, baking soda and salt. Stir in carrots, apples and raisins. Stir in apple butter mixture until just moistened. Spoon the batter into the prepared muffin cups, filling them about 3/4 full.', 'In a small bowl, combine walnuts and wheat germ; sprinkle over the muffin tops.', ""Bake at 375 degrees F (190 degrees C) for 15 to 20 minutes, or until the tops are golden and spring back when lightly pressed.'""]","{'sugars': {'hasCompleteData': True, 'name': 'Sugars', 'amount': 2.569978, 'percentDailyValue': '0', 'displayValue': '2.6', 'unit': 'g'}, 'sodium': {'hasCompleteData': True, 'name': 'Sodium', 'amount': 266.633, 'percentDailyValue': '11', 'displayValue': '267', 'unit': 'mg'}, 'carbohydrates': {'hasCompleteData': True, 'name': 'Carbohydrates', 'amount': 26.36687, 'percentDailyValue': '9', 'displayValue': '26.4', 'unit': 'g'}, 'calories': {'hasCompleteData': True, 'name': 'Calories', 'amount': 145.2399, 'percentDailyValue': '7', 'displayValue': '145', 'unit': 'kcal'}, 'fat': {'hasCompleteData': True, 'name': 'Fat', 'amount': 1.975391, 'percentDailyValue': '3', 'displayValue': '2', 'unit': 'g'}, 'fiber': {'hasCompleteData': True, 'name': 'Dietary Fiber', 'amount': 1.070439, 'percentDailyValue': '4', 'displayValue': '1.1', 'unit': 'g'}, 'protein': {'hasCompleteData': True, 'name': 'Protein', 'amount': 5.070102, 'percentDailyValue': '10', 'displayValue': '5.1', 'unit': 'g'}}"
